名称,区,板块,具体地址,面积（㎡）,房型,租价（元/月）
整租·新龙城 2室1厅 南/北,昌平,回龙观,新龙城,100.00㎡,南 北,2室1厅1卫
整租·新华联家园北区 2室1厅 南,通州,果园,新华联家园北区,107.70㎡,南,2室1厅1卫
整租·雍景四季 2室2厅 东北,石景山,苹果园,雍景四季,103.15㎡,东北,2室2厅1卫
整租·龙腾苑二区 2室1厅 南,昌平,回龙观,龙腾苑二区,101.97㎡,南,2室1厅1卫
整租·雅成一里 2室1厅 南,朝阳,朝青,雅成一里,101.45㎡,南,2室1厅1卫
整租·天鸿美域 2室1厅 南,丰台,青塔,天鸿美域,114.99㎡,南,2室1厅1卫
整租·珠江骏景北区 2室1厅 东/西,丰台,大红门,珠江骏景北区,110.71㎡,东 西,2室1厅1卫
整租·知本时代 2室1厅 南,海淀,西三旗,知本时代,100.48㎡,南,2室1厅1卫
整租·星岛假日 2室1厅 南/北,亦庄开发区,亦庄,星岛假日,104.00㎡,南 北,2室1厅1卫
整租·华富丽苑 2室1厅 南,丰台,青塔,华富丽苑,100.02㎡,南,2室1厅1卫
整租·丽泽景园 2室1厅 南/北,丰台,丽泽,丽泽景园,110.00㎡,南 北,2室1厅2卫
整租·瑞都国际北区 2室1厅 南,通州,九棵树(家乐福),瑞都国际北区,107.80㎡,南,2室1厅1卫
整租·世纪东方城 2室2厅 南,朝阳,欢乐谷,世纪东方城,108.90㎡,南,2室2厅2卫
整租·三环新城6号院 2室1厅 南,丰台,玉泉营,三环新城6号院,105.60㎡,南,2室1厅1卫
整租·天天家园 2室1厅 东/西,东城,永定门,天天家园,102.00㎡,东 西,2室1厅1卫
整租·新龙城 2室1厅 南,昌平,回龙观,新龙城,103.77㎡,南,2室1厅1卫
整租·龙腾苑六区 2室1厅 南/北,昌平,回龙观,龙腾苑六区,102.00㎡,南 北,2室1厅1卫
整租·云趣园二区 2室1厅 南/北,昌平,回龙观,云趣园二区,105.00㎡,南 北,2室1厅1卫
整租·远洋山水 2室1厅 东北,石景山,鲁谷,远洋山水,107.97㎡,东北,2室1厅1卫
整租·北苑家园绣菊园南区 2室1厅 西南,朝阳,北苑,北苑家园绣菊园南区,103.64㎡,西南,2室1厅1卫
整租·天通西苑三区 2室1厅 西南,昌平,天通苑,天通西苑三区,117.78㎡,西南,2室1厅1卫
整租·龙锦苑东二区 2室1厅 南,昌平,霍营,龙锦苑东二区,101.13㎡,南,2室1厅1卫
整租·天伦锦城 2室2厅 南/北,丰台,花乡,天伦锦城,113.00㎡,南 北,2室2厅1卫
整租·新康家园 2室1厅 东,亦庄开发区,亦庄,新康家园,102.34㎡,东,2室1厅1卫
整租·天通苑中苑 2室1厅 南/北,昌平,天通苑,天通苑中苑,114.33㎡,南 北,2室1厅2卫
整租·建工家园 2室1厅 南,朝阳,十里河,建工家园,103.00㎡,南,2室1厅1卫
整租·宝盛北里 2室1厅 南/北,海淀,清河,宝盛北里,119.00㎡,南 北,2室1厅2卫
整租·民岳家园 2室1厅 西,丰台,岳各庄,民岳家园,104.05㎡,西,2室1厅1卫
整租·上营东区 2室1厅 南/北,密云,鼓楼街道,上营东区,121.84㎡,南 北,2室1厅2卫
独栋·回家理想乡 极客丛林二期 天通苑主题房 2室1厅,,,,12.00-140.00㎡,,2室1厅2卫
整租·恒大未来城 3室1厅 复式 南,大兴,义和庄,恒大未来城,33.76㎡,南,3室1厅3卫
整租·南华园四区 3室1厅 南/北,怀柔,怀柔,南华园四区,80.00㎡,南 北,3室1厅1卫
整租·龙湖花园 3室1厅 南/北,怀柔,怀柔,龙湖花园,76.76㎡,南 北,3室1厅1卫
整租·于家园二区北院 3室1厅 南/北,怀柔,怀柔,于家园二区北院,74.08㎡,南 北,3室1厅1卫
整租·金台园 3室1厅 南/北,怀柔,怀柔,金台园,72.94㎡,南 北,3室1厅1卫
整租·宜春里 3室1厅 南/北,房山,良乡,宜春里,78.26㎡,南 北,3室1厅1卫
整租·小中富乐二区 3室1厅 南/北,怀柔,怀柔,小中富乐二区,74.89㎡,南 北,3室1厅1卫
整租·龙湖花园 3室1厅 南/北,怀柔,怀柔,龙湖花园,74.95㎡,南 北,3室1厅1卫
整租·于家园三区 3室1厅 南/北,怀柔,怀柔,于家园三区,77.28㎡,南 北,3室1厅1卫
整租·北京城建北京密码 4房间 复式 东南,大兴,大兴其它,北京城建北京密码,62.06㎡,东南,4房间1卫
整租·天恒旭辉7号院 4房间 南,大兴,大兴新机场,天恒旭辉7号院,67.86㎡,南,4房间2卫
整租·北京城建北京密码 4房间 复式 南/北,大兴,大兴其它,北京城建北京密码,69.00㎡,南 北,4房间1卫
整租·建设二里 3室1厅 南/北,丰台,丰台其它,建设二里,64.60㎡,南 北,3室1厅1卫
整租·青春路一院 3室1厅 东/西,怀柔,怀柔,青春路一院,60.00㎡,东 西,3室1厅1卫
整租·东关二区小区 3室1厅 南/北,怀柔,怀柔,东关二区小区,80.00㎡,南 北,3室1厅1卫
整租·府前东街九院 3室1厅 东/南/北,怀柔,怀柔,府前东街九院,71.36㎡,东 南 北,3室1厅1卫
整租·西潞园一里 3室1厅 南/北,房山,良乡,西潞园一里,74.00㎡,南 北,3室1厅1卫
整租·西潞园一里 3室1厅 南/北,房山,良乡,西潞园一里,77.23㎡,南 北,3室1厅1卫
整租·后横街小区 3室1厅 南/北,怀柔,怀柔,后横街小区,71.53㎡,南 北,3室1厅1卫
整租·红星养鸡场宿舍楼 3室1厅 东/西,大兴,大兴其它,红星养鸡场宿舍楼,71.12㎡,东 西,3室1厅1卫
整租·聪慧里 3室1厅 南/北,房山,良乡,聪慧里,75.21㎡,南 北,3室1厅1卫
整租·青春苑西区 3室1厅 南/北,怀柔,怀柔,青春苑西区,79.45㎡,南 北,3室1厅1卫
整租·西潞园二里 3室1厅 西/北,房山,良乡,西潞园二里,72.20㎡,西 北,3室1厅1卫
整租·建新北区 3室1厅 东/南/北,顺义,顺义城,建新北区,63.75㎡,东 南 北,3室1厅1卫
整租·和义东里三区 3室1厅 南/北,丰台,和义,和义东里三区,78.00㎡,南 北,3室1厅1卫
整租·万科天地 4房间 LOFT 南,大兴,义和庄,万科天地,60.23㎡,南,4房间2卫
整租·保利首开熙悦春天 3室1厅 东/南/北,大兴,天宫院,保利首开熙悦春天,71.66㎡,东 南 北,3室1厅1卫
整租·万科天地 3室1厅 南,大兴,义和庄,万科天地,60.00㎡,南,3室1厅2卫
整租·达富苑 3室1厅 南/北,通州,果园,达富苑,80.00㎡,南 北,3室1厅2卫
整租·万科天地 3室1厅 复式 南,大兴,义和庄,万科天地,60.32㎡,南,3室1厅2卫
整租·北街家园六区 3室1厅 南/北,昌平,沙河,北街家园六区,77.70㎡,南 北,3室1厅1卫
整租·万科天地 3室1厅 东,大兴,义和庄,万科天地,80.00㎡,东,3室1厅2卫
整租·大红门东前街甲27号 3室1厅 南,丰台,赵公口,大红门东前街甲27号,76.29㎡,南,3室1厅1卫
整租·旭辉26街区 4房间 南,顺义,顺义其它,旭辉26街区,63.99㎡,南,4房间2卫
整租·洋桥北里 3室1厅 南/北,丰台,洋桥,洋桥北里,73.62㎡,南 北,3室1厅1卫
整租·旭辉26街区 3室1厅 复式 南,顺义,顺义其它,旭辉26街区,62.02㎡,南,3室1厅2卫
整租·水关新村 3室1厅 南/北,昌平,东关,水关新村,75.20㎡,南 北,3室1厅1卫
整租·兴政东里 3室1厅 南/北,大兴,黄村中,兴政东里,77.81㎡,南 北,3室1厅1卫
整租·金顶街四区 3室1厅 南/北,石景山,苹果园,金顶街四区,65.00㎡,南 北,3室1厅1卫
整租·绿地诺亚方舟 4房间 南,房山,良乡,绿地诺亚方舟,62.28㎡,南,4房间2卫
整租·保利首开熙悦春天 3室1厅 西南/北,大兴,天宫院,保利首开熙悦春天,71.27㎡,西南 北,3室1厅1卫
整租·旭辉26街区 3室1厅 复式 南,顺义,顺义其它,旭辉26街区,63.99㎡,南,3室1厅2卫
整租·三间房东路 3室1厅 南/北,朝阳,定福庄,三间房东路,60.00㎡,南 北,3室1厅1卫
整租·后南仓 3室1厅 南/北,通州,万达,后南仓,68.00㎡,南 北,3室1厅1卫
整租·科研楼 3室1厅 南/北,石景山,苹果园,科研楼,74.00㎡,南 北,3室1厅1卫
整租·泰禾中央广场 3室1厅 复式 东北,大兴,黄村火车站,泰禾中央广场,74.94㎡,东北,3室1厅1卫
整租·珠江四季悦城 4房间 南/北,通州,通州其它,珠江四季悦城,65.00㎡,南 北,4房间1卫
整租·恒大未来城 3室1厅 LOFT 南,大兴,义和庄,恒大未来城,64.44㎡,南,3室1厅2卫
整租·日化二厂宿舍 3室1厅 南/北,通州,武夷花园,日化二厂宿舍,70.52㎡,南 北,3室1厅1卫
整租·万科天地 3室1厅 南,大兴,义和庄,万科天地,60.23㎡,南,3室1厅2卫
整租·旭辉26街区 4房间 南/北,顺义,顺义其它,旭辉26街区,61.00㎡,南 北,4房间2卫
整租·泰禾中央广场 3室1厅 LOFT 南,大兴,黄村火车站,泰禾中央广场,62.08㎡,南,3室1厅1卫
整租·北街家园六区 3室1厅 南/北,昌平,沙河,北街家园六区,77.00㎡,南 北,3室1厅1卫
整租·首开国风美仑 3室1厅 南,通州,通州其它,首开国风美仑,75.00㎡,南,3室1厅2卫
整租·康庄路9号院 3室1厅 南/北,大兴,高米店,康庄路9号院,79.42㎡,南 北,3室1厅1卫
整租·万科天地 3室1厅 LOFT 南,大兴,义和庄,万科天地,60.32㎡,南,3室1厅2卫
整租·祖家庄小区 3室1厅 南,丰台,右安门外,祖家庄小区,69.78㎡,南,3室1厅1卫
整租·万科天地 3室1厅 LOFT 东,大兴,义和庄,万科天地,60.32㎡,东,3室1厅2卫
整租·北街家园一区 3室1厅 南/北,昌平,沙河,北街家园一区,78.00㎡,南 北,3室1厅1卫
整租·万科天地 3室1厅 复式 西,大兴,义和庄,万科天地,60.32㎡,西,3室1厅2卫
整租·和平西街 3室1厅 南/北,朝阳,和平里,和平西街,71.58㎡,南 北,3室1厅1卫
整租·万科天地 3室1厅 复式 东,大兴,义和庄,万科天地,60.00㎡,东,3室1厅2卫
整租·和义东里二区 3室1厅 南/北,丰台,和义,和义东里二区,70.00㎡,南 北,3室1厅1卫
整租·万科天地 3室1厅 南,大兴,义和庄,万科天地,60.32㎡,南,3室1厅2卫
整租·康宜家园南区 3室1厅 南/北,大兴,枣园,康宜家园南区,74.51㎡,南 北,3室1厅1卫
整租·万科天地 3室1厅 复式 西,大兴,义和庄,万科天地,60.32㎡,西,3室1厅2卫
整租·观音寺北里 3室1厅 南/北,大兴,观音寺,观音寺北里,80.00㎡,南 北,3室1厅1卫
整租·万科天地 4房间 南,大兴,义和庄,万科天地,60.32㎡,南,4房间2卫
整租·车站中里 3室1厅 南/北,大兴,黄村火车站,车站中里,70.00㎡,南 北,3室1厅1卫
整租·大井北里 3室1厅 南/北,丰台,岳各庄,大井北里,64.40㎡,南 北,3室1厅1卫
整租·京贸家园 3室1厅 南/北,通州,武夷花园,京贸家园,74.10㎡,南 北,3室1厅1卫
整租·万科天地 4房间 复式 东,大兴,义和庄,万科天地,60.32㎡,东,4房间2卫
整租·西辛南区 3室0厅 南/北,顺义,顺义城,西辛南区,79.06㎡,南 北,3室0厅1卫
整租·保利首开熙悦春天 3室1厅 东南,大兴,天宫院,保利首开熙悦春天,71.00㎡,东南,3室1厅1卫
整租·紫金新园二区 3室1厅 南,门头沟,石门营,紫金新园二区,65.00㎡,南,3室1厅1卫
整租·万科天地 4房间 南,大兴,义和庄,万科天地,60.32㎡,南,4房间2卫
整租·八角北路 3室1厅 南/北,石景山,八角,八角北路,68.41㎡,南 北,3室1厅1卫
整租·万科天地 3室1厅 南,大兴,义和庄,万科天地,60.10㎡,南,3室1厅2卫
整租·马家堡东路29号院 3室1厅 东南/北,丰台,洋桥,马家堡东路29号院,66.00㎡,东南 北,3室1厅1卫
整租·万科天地 3室1厅 西,大兴,义和庄,万科天地,60.32㎡,西,3室1厅2卫
整租·和义西里二区 3室1厅 南/北,丰台,和义,和义西里二区,80.00㎡,南 北,3室1厅1卫
整租·万科天地 3室1厅 复式 南,大兴,义和庄,万科天地,60.10㎡,南,3室1厅2卫
整租·帅府园 3室1厅 南/北,通州,万达,帅府园,78.87㎡,南 北,3室1厅1卫
整租·万科天地 3室1厅 复式 南,大兴,义和庄,万科天地,60.10㎡,南,3室1厅2卫
整租·玉桥北里 3室1厅 南/北,通州,乔庄,玉桥北里,74.00㎡,南 北,3室1厅1卫
整租·FCC中央城 4房间 西北,房山,长阳,FCC中央城,80.00㎡,西北,4房间1卫
整租·天恒世界集 4房间 南,大兴,高米店,天恒世界集,74.00㎡,南,4房间2卫
整租·梨园东里 3室1厅 东/南/北,通州,梨园,梨园东里,78.85㎡,东 南 北,3室1厅1卫
整租·六营门小区 3室1厅 南/北,丰台,万源,六营门小区,73.10㎡,南 北,3室1厅1卫
整租·和义东里一区 3室1厅 南/北,丰台,和义,和义东里一区,78.00㎡,南 北,3室1厅1卫
整租·煤炭公司家属楼 3室1厅 南/北,顺义,顺义城,煤炭公司家属楼,80.00㎡,南 北,3室1厅1卫
整租·波普公社 4房间 东,大兴,枣园,波普公社,67.00㎡,东,4房间1卫
整租·五和万科长阳天地 4房间 东南,房山,长阳,五和万科长阳天地,79.00㎡,东南,4房间2卫
整租·南苑北里三区 3室1厅 南/北,丰台,和义,南苑北里三区,75.00㎡,南 北,3室1厅1卫
整租·国门智慧城 4房间 南,顺义,后沙峪,国门智慧城,66.16㎡,南,4房间2卫
整租·新华联家园南区 3室1厅 跃层 南/北,通州,果园,新华联家园南区,68.04㎡,南 北,3室1厅1卫
整租·北京城建上悦居 3室1厅 南,门头沟,冯村,北京城建上悦居,80.00㎡,南,3室1厅1卫
整租·北街家园六区 3室1厅 东/西,昌平,沙河,北街家园六区,78.03㎡,东 西,3室1厅1卫
整租·观音寺南里 3室1厅 南/北,大兴,观音寺,观音寺南里,80.00㎡,南 北,3室1厅1卫
整租·鸿坤七星长安 4房间 南,门头沟,滨河西区,鸿坤七星长安,77.00㎡,南,4房间1卫
整租·珠光逸景二期 3室2厅 复式 南/北,丰台,丰台其它,珠光逸景二期,74.58㎡,南 北,3室2厅2卫
整租·天恒旭辉7号院 4房间 东/西/北,大兴,大兴新机场,天恒旭辉7号院,75.00㎡,东 西 北,4房间2卫
整租·黄村西里 3室1厅 南/北,大兴,黄村中,黄村西里,77.00㎡,南 北,3室1厅1卫
整租·义宾北区 3室1厅 南/北,顺义,顺义城,义宾北区,71.00㎡,南 北,3室1厅1卫
整租·中国铁建顺鑫汇 4房间 南,顺义,顺义其它,中国铁建顺鑫汇,65.48㎡,南,4房间2卫
整租·南竺园 3室1厅 南/北,顺义,首都机场,南竺园,80.00㎡,南 北,3室1厅1卫
整租·西潞园二里 3室1厅 南/北,房山,良乡,西潞园二里,80.00㎡,南 北,3室1厅1卫
整租·富乐大街 3室1厅 南/北,怀柔,怀柔,富乐大街,69.00㎡,南 北,3室1厅1卫
整租·结研所家属院 3室1厅 南/北,通州,北关,结研所家属院,80.00㎡,南 北,3室1厅1卫
整租·东亚印象台湖 3室1厅 南/北,通州,通州其它,东亚印象台湖,78.00㎡,南 北,3室1厅1卫
整租·恒大滨河左岸 3室1厅 南/北,房山,良乡,恒大滨河左岸,80.00㎡,南 北,3室1厅1卫
整租·五里店南里 3室1厅 南/北,丰台,五里店,五里店南里,70.00㎡,南 北,3室1厅1卫
整租·观音寺南里 3室1厅 南/西,大兴,观音寺,观音寺南里,79.24㎡,南 西,3室1厅1卫
整租·i立方 4房间 南,大兴,大兴其它,i立方,73.66㎡,南,4房间1卫
整租·丰西北里 3室1厅 南/北,丰台,五里店,丰西北里,68.64㎡,南 北,3室1厅1卫
整租·南平里 3室1厅 南/北,朝阳,首都机场,南平里,76.00㎡,南 北,3室1厅1卫
整租·如意园 3室1厅 南/北,通州,万达,如意园,78.55㎡,南 北,3室1厅1卫
整租·建新北区 3室1厅 南/北,顺义,顺义城,建新北区,71.14㎡,南 北,3室1厅1卫
整租·潞苑南大街88号院 3室2厅 南/北,通州,潞苑,潞苑南大街88号院,73.19㎡,南 北,3室2厅1卫
整租·旭辉26街区 4房间 南/北,顺义,顺义其它,旭辉26街区,60.00㎡,南 北,4房间2卫
整租·IN北京 4房间 南,通州,通州其它,IN北京,78.17㎡,南,4房间2卫
整租·旭辉26街区 3室2厅 南/东北,顺义,顺义其它,旭辉26街区,62.60㎡,南 东北,3室2厅2卫
整租·珠江四季悦城 4房间 西南,通州,通州其它,珠江四季悦城,65.00㎡,西南,4房间1卫
整租·枣园北里 3室1厅 南/北,大兴,枣园,枣园北里,80.00㎡,南 北,3室1厅2卫
整租·绿地诺亚方舟 4房间 南,房山,良乡,绿地诺亚方舟,62.28㎡,南,4房间2卫
整租·保利首开熙悦春天 3室1厅 西南/北,大兴,天宫院,保利首开熙悦春天,71.27㎡,西南 北,3室1厅1卫
整租·三间房东路 3室1厅 南/北,朝阳,定福庄,三间房东路,60.00㎡,南 北,3室1厅1卫
整租·旭辉26街区 4房间 南/北,顺义,顺义其它,旭辉26街区,61.00㎡,南 北,4房间2卫
整租·旭辉26街区 3室1厅 南,顺义,顺义其它,旭辉26街区,60.00㎡,南,3室1厅2卫
整租·首开万科台湖新城V公馆 4房间 西北,通州,通州其它,首开万科台湖新城V公馆,61.26㎡,西北,4房间2卫
整租·潞苑南大街88号院 3室1厅 南/北,通州,潞苑,潞苑南大街88号院,73.79㎡,南 北,3室1厅1卫
整租·IN北京 3室1厅 西,通州,通州其它,IN北京,80.00㎡,西,3室1厅2卫
整租·建新北区 3室1厅 南/北,顺义,顺义城,建新北区,60.00㎡,南 北,3室1厅1卫
整租·葛布店北里 3室1厅 南/北,通州,果园,葛布店北里,72.00㎡,南 北,3室1厅1卫
整租·空港吉祥花园 3室0厅 南,顺义,后沙峪,空港吉祥花园,69.71㎡,南,3室0厅1卫
整租·首开国风美仑 3室1厅 南,通州,通州其它,首开国风美仑,75.00㎡,南,3室1厅2卫
整租·北京苏活二区 4房间 南/北,顺义,顺义其它,北京苏活二区,66.15㎡,南 北,4房间2卫
整租·金地未未来 4房间 南,顺义,顺义其它,金地未未来,73.65㎡,南,4房间2卫
整租·华远西红世商业 4房间 南,大兴,高米店,华远西红世商业,62.49㎡,南,4房间1卫
整租·半岛金街 4房间 西南,房山,长阳,半岛金街,80.00㎡,西南,4房间1卫
整租·东高地 3室1厅 南/北,丰台,万源,东高地,68.00㎡,南 北,3室1厅1卫
整租·首开万科城市之光盛佳尚苑 4房间 复式 西,通州,通州其它,首开万科城市之光盛佳尚苑,60.16㎡,西,4房间2卫
整租·珠江四季悦城 4房间 南/北,通州,通州其它,珠江四季悦城,65.00㎡,南 北,4房间1卫
整租·后南仓 3室1厅 南/北,通州,万达,后南仓,68.00㎡,南 北,3室1厅1卫
整租·科研楼 3室1厅 南/北,石景山,苹果园,科研楼,74.00㎡,南 北,3室1厅1卫
整租·老山西街7号院 3室1厅 南/北,石景山,老山,老山西街7号院,69.62㎡,南 北,3室1厅1卫
整租·富强西里 3室1厅 东/北,大兴,黄村中,富强西里,66.00㎡,东 北,3室1厅1卫
整租·东军庄 3室1厅 南/北,朝阳,管庄,东军庄,79.54㎡,南 北,3室1厅1卫
整租·黄村西里 3室1厅 南/北,大兴,黄村中,黄村西里,66.05㎡,南 北,3室1厅1卫
整租·芳星园三区 3室1厅 南/北,丰台,方庄,芳星园三区,76.90㎡,南 北,3室1厅1卫
整租·昌艺园小区 3室1厅 南,昌平,沙河,昌艺园小区,74.00㎡,南,3室1厅1卫
整租·古城南里 3室1厅 北,石景山,古城,古城南里,74.97㎡,北,3室1厅1卫
整租·南湖中园二区 3室1厅 南,朝阳,望京,南湖中园二区,75.00㎡,南,3室1厅1卫
整租·晨新园 3室1厅 南/北,丰台,马家堡,晨新园,77.03㎡,南 北,3室1厅1卫
整租·华龙苑南里 3室1厅 南/西/北,昌平,霍营,华龙苑南里,78.58㎡,南 西 北,3室1厅1卫
整租·天坛南里西区 3室1厅 南/北,东城,天坛,天坛南里西区,69.42㎡,南 北,3室1厅1卫
整租·广渠家园 3室1厅 西,东城,广渠门,广渠家园,71.43㎡,西,3室1厅1卫
整租·秀水园 3室1厅 东/西,朝阳,甜水园,秀水园,79.32㎡,东 西,3室1厅1卫
整租·南湖中园二区 3室1厅 南,朝阳,望京,南湖中园二区,68.07㎡,南,3室1厅1卫
整租·西翠路12号院 3室1厅 东/西/北,海淀,万寿路,西翠路12号院,71.60㎡,东 西 北,3室1厅1卫
整租·南湖中园二区 3室1厅 南,朝阳,望京,南湖中园二区,68.69㎡,南,3室1厅1卫
整租·圆明园西路2号院 3室1厅 南/北,海淀,马连洼,圆明园西路2号院,61.00㎡,南 北,3室1厅1卫
独栋·这家儿公寓 这家公寓-紫御长安店 紫御长安 3室1厅 精装 双卫 双淋浴 3室1厅,,,,55.77-65.11㎡,,3室1厅2卫
整租·M5朗峰 3室2厅 南,通州,通州北苑,M5朗峰,76.00㎡,南,3室2厅2卫
整租·水碓子西里 3室1厅 东/西/北,朝阳,团结湖,水碓子西里,63.19㎡,东 西 北,3室1厅1卫
整租·海户屯 3室1厅 南/北,丰台,大红门,海户屯,72.00㎡,南 北,3室1厅1卫
整租·泰禾中央广场 3室1厅 LOFT 南,大兴,黄村火车站,泰禾中央广场,77.59㎡,南,3室1厅2卫
整租·劲松一区 3室1厅 南/北,朝阳,劲松,劲松一区,72.00㎡,南 北,3室1厅1卫
整租·新华联家园北区 3室2厅 南/北,通州,果园,新华联家园北区,72.82㎡,南 北,3室2厅2卫
整租·毛纺厂西小区 3室1厅 南/北,海淀,清河,毛纺厂西小区,78.80㎡,南 北,3室1厅1卫
整租·天坛北里 3室1厅 东/南/西/北,东城,天坛,天坛北里,65.99㎡,东 南 西 北,3室1厅1卫
整租·芳群园二区 3室1厅 南/北,丰台,方庄,芳群园二区,75.00㎡,南 北,3室1厅1卫
整租·郭庄北里 3室1厅 南/北,东城,永定门,郭庄北里,68.52㎡,南 北,3室1厅1卫
整租·大牛坊二期 3室1厅 南/北,海淀,海淀北部新区,大牛坊二期,75.00㎡,南 北,3室1厅1卫
整租·丰开苑 3室1厅 南/西,丰台,马家堡,丰开苑,76.10㎡,南 西,3室1厅1卫
整租·信建里小区 3室1厅 南/北,西城,右安门内,信建里小区,68.58㎡,南 北,3室1厅1卫
整租·中海金鑫阁 4房间 东南,石景山,古城,中海金鑫阁,72.71㎡,东南,4房间1卫
整租·团结湖水利局宿舍 3室1厅 南/北,朝阳,团结湖,团结湖水利局宿舍,70.00㎡,南 北,3室1厅1卫
整租·泰禾一号街区 4房间 东/南,通州,通州其它,泰禾一号街区,68.08㎡,东 南,4房间2卫
整租·密云橡树湾西区 3室2厅 南/北,密云,鼓楼街道,密云橡树湾西区,109.34㎡,南 北,3室2厅1卫
整租·京溪小区 3室2厅 南/北,密云,溪翁庄镇,京溪小区,105.40㎡,南 北,3室2厅2卫
整租·山水汇豪苑B区 3室1厅 南/北,房山,窦店,山水汇豪苑B区,118.11㎡,南 北,3室1厅2卫
整租·檀城东区 3室1厅 南/北,密云,鼓楼街道,檀城东区,100.92㎡,南 北,3室1厅2卫
整租·金域缇香 3室1厅 南/北,房山,长阳,金域缇香,108.00㎡,南 北,3室1厅1卫
整租·瀛海家园畅园C区 3室1厅 南/北,大兴,瀛海,瀛海家园畅园C区,108.00㎡,南 北,3室1厅1卫
整租·东阁雅舍 3室2厅 南/北,通州,北关,东阁雅舍,106.70㎡,南 北,3室2厅1卫
整租·长阳半岛怡和南路10号院 3室1厅 南,房山,长阳,长阳半岛怡和南路10号院,103.00㎡,南,3室1厅1卫
整租·惠康嘉园五区 3室1厅 南/北,门头沟,滨河西区,惠康嘉园五区,110.71㎡,南 北,3室1厅1卫
整租·天通苑二区 3室1厅 南/北,昌平,天通苑,天通苑二区,101.00㎡,南 北,3室1厅2卫
整租·西马庄园 3室1厅 东/西,通州,通州北苑,西马庄园,113.20㎡,东 西,3室1厅1卫
整租·北小园 3室2厅 南/北,通州,万达,北小园,118.56㎡,南 北,3室2厅2卫
整租·天鑫家园 3室1厅 南/北,昌平,霍营,天鑫家园,108.00㎡,南 北,3室1厅1卫
整租·富力尚悦居A区 3室1厅 南/北,通州,通州其它,富力尚悦居A区,112.00㎡,南 北,3室1厅1卫
整租·房地远洋悦山水 3室2厅 南/北,通州,北关,房地远洋悦山水,105.00㎡,南 北,3室2厅1卫
整租·同华园 3室2厅 南/北,大兴,西红门,同华园,117.44㎡,南 北,3室2厅1卫
整租·长阳半岛怡和路8号院 3室1厅 南/北,房山,长阳,长阳半岛怡和路8号院,103.00㎡,南 北,3室1厅1卫
整租·长阳半岛怡和南路10号院 3室1厅 南/北,房山,长阳,长阳半岛怡和南路10号院,103.00㎡,南 北,3室1厅1卫
整租·映翠居 3室1厅 南/北,通州,梨园,映翠居,115.00㎡,南 北,3室1厅2卫
整租·金域缇香 3室1厅 南/北,房山,长阳,金域缇香,116.62㎡,南 北,3室1厅2卫
整租·万科新里程59号院 3室1厅 南/北,房山,长阳,万科新里程59号院,102.00㎡,南 北,3室1厅1卫
整租·鑫苑鑫都汇 3室1厅 南,大兴,天宫院,鑫苑鑫都汇,106.90㎡,南,3室1厅1卫
整租·华远铭悦园 3室1厅 南,通州,临河里,华远铭悦园,115.10㎡,南,3室1厅1卫
整租·北街家园一区 3室1厅 南/北,昌平,沙河,北街家园一区,119.04㎡,南 北,3室1厅2卫
整租·怡馨家园 3室2厅 南/北,顺义,顺义城,怡馨家园,113.39㎡,南 北,3室2厅2卫
整租·合生滨江帝景一期 3室1厅 南/北,通州,玉桥,合生滨江帝景一期,112.18㎡,南 北,3室1厅1卫
整租·泰禾中央广场 4房间 南/北,大兴,黄村火车站,泰禾中央广场,108.00㎡,南 北,4房间2卫
整租·贵园南里乙区 3室2厅 南/北,亦庄开发区,亦庄,贵园南里乙区,102.23㎡,南 北,3室2厅1卫
整租·云趣园一区 3室1厅 南/北,昌平,回龙观,云趣园一区,106.00㎡,南 北,3室1厅1卫
整租·富力尚悦居C区 3室1厅 南/北,通州,通州其它,富力尚悦居C区,112.00㎡,南 北,3室1厅1卫
整租·旧宫北里 3室1厅 南/北,大兴,旧宫,旧宫北里,115.00㎡,南 北,3室1厅1卫
整租·碧波园 3室1厅 南/北,房山,长阳,碧波园,106.44㎡,南 北,3室1厅1卫
整租·管庄东里 3室1厅 东/西,朝阳,管庄,管庄东里,106.00㎡,东 西,3室1厅1卫
整租·瑞祥里 3室1厅 南/北,朝阳,管庄,瑞祥里,108.00㎡,南 北,3室1厅1卫
整租·华清嘉园 3室2厅 东,海淀,五道口,华清嘉园,117.49㎡,东,3室2厅2卫
整租·石油大院 3室1厅 东/南,海淀,二里庄,石油大院,120.00㎡,东 南,3室1厅1卫
整租·左安浦园 3室1厅 东,东城,左安门,左安浦园,102.21㎡,东,3室1厅1卫
整租·万年花城一期 3室1厅 东南,丰台,玉泉营,万年花城一期,102.00㎡,东南,3室1厅1卫
整租·四方景园二区 3室1厅 西南,丰台,成寿寺,四方景园二区,115.00㎡,西南,3室1厅1卫
整租·北京东湾 3室1厅 南,通州,万达,北京东湾,111.00㎡,南,3室1厅2卫
整租·金融街长安中心 4房间 南,石景山,古城,金融街长安中心,108.00㎡,南,4房间1卫
整租·京投发展公园悦府一区 3室1厅 南/北,昌平,回龙观,京投发展公园悦府一区,113.00㎡,南 北,3室1厅2卫
整租·金域华府二期 3室1厅 南/北,昌平,回龙观,金域华府二期,116.00㎡,南 北,3室1厅1卫
整租·万象新天三区 3室1厅 南/北,朝阳,常营,万象新天三区,117.00㎡,南 北,3室1厅1卫
