名称,区,板块,具体地址,面积（㎡）,朝向,房型,租价（元/月）
整租·新华御湖上园 3室1厅 南,金山,金山,新华御湖上园,88.78,南,3室1厅2卫,2500
整租·黄山始信苑 2室1厅 南,浦东,金杨,黄山始信苑,55.20,南,2室1厅1卫,5400
整租·新梅莘苑 2室2厅 南,闵行,莘庄南广场,新梅莘苑,100.16,南,2室2厅1卫,7500
整租·棕榈泉花园 4室3厅 复式 南,浦东,唐镇,棕榈泉花园,292.62,南,4室3厅4卫,45000
整租·开发浦东 2室1厅 南,浦东,潍坊,开发浦东,67.41,南,2室1厅1卫,8500
整租·绿地和苑 2室2厅 南,嘉定,嘉定新城,绿地和苑,91.87,南,2室2厅1卫,4500
整租·春港丽园(公寓) 2室2厅 南/北,浦东,张江,春港丽园(公寓),58.09,南 北,2室2厅1卫,6300
整租·中建溪岸澜庭 3室1厅 南/北,嘉定,南翔,中建溪岸澜庭,87.70,南 北,3室1厅1卫,7200
整租·天钥新村 2室1厅 南,徐汇,万体馆,天钥新村,65.83,南,2室1厅1卫,8200
整租·杨桥第一小区 1室1厅 南,普陀,桃浦,杨桥第一小区,46.51,南,1室1厅1卫,4200
整租·水清二村 3室1厅 南,闵行,莘庄北广场,水清二村,74.35,南,3室1厅1卫,6000
整租·BPC陆家嘴创业街区 2室1厅 南,浦东,洋泾,BPC陆家嘴创业街区,59.46,南,2室1厅1卫,15500
整租·政民路230弄 1室1厅 南,杨浦,五角场,政民路230弄,33.75,南,1室1厅1卫,4800
整租·三门路510弄 1室1厅 南,杨浦,五角场,三门路510弄,40.62,南,1室1厅1卫,4900
整租·阳光城魔都 1室1厅 南,浦东,唐镇,阳光城魔都,44.29,南,1室1厅1卫,6200
整租·招商虹桥公馆 3室2厅 南/北,青浦,徐泾,招商虹桥公馆,87.85,南 北,3室2厅1卫,8100
整租·上海蟠龙天地 3室2厅 南,青浦,徐泾,上海蟠龙天地,98.24,南,3室2厅2卫,10800
整租·斜土路2200弄 2室1厅 南,徐汇,徐家汇,斜土路2200弄,43.26,南,2室1厅1卫,6500
整租·逸流公寓 2室2厅 南,普陀,武宁,逸流公寓,105.09,南,2室2厅2卫,11600
整租·绿梅二村 1室1厅 东/西,闵行,莘庄北广场,绿梅二村,30.58,东 西,1室1厅1卫,3600
整租·东大小区 1室1厅 南,嘉定,嘉定老城,东大小区,39.24,南,1室1厅1卫,2300
整租·梅六小区 1室1厅 南,普陀,长风,梅六小区,41.55,南,1室1厅1卫,4200
整租·遵义东大楼 2室1厅 南,长宁,中山公园,遵义东大楼,64.36,南,2室1厅1卫,7800
整租·建国西路358弄 2室1厅 南,徐汇,建国西路,建国西路358弄,56.23,南,2室1厅1卫,10500
整租·鞍山八村 1室1厅 南,杨浦,鞍山,鞍山八村,31.12,南,1室1厅1卫,3700
整租·骏豪国际 1室1厅 东南,静安,南京西路,骏豪国际,51.43,东南,1室1厅2卫,9000
整租·三林世博家园(板泉路2000弄) 2室1厅 南,浦东,杨思前滩,三林世博家园(板泉路2000弄),73.00,南,2室1厅1卫,5850
整租·布鲁斯小镇(绿地·皇家官邸) 2室1厅 南,浦东,惠南,布鲁斯小镇(绿地·皇家官邸),91.50,南,2室1厅1卫,3500
整租·新华南园大厦 3室1厅 南,黄浦,世博滨江,新华南园大厦,98.42,南,3室1厅1卫,11000
整租·国贸天悦一期观澜庭 3室2厅 南,松江,佘山,国贸天悦一期观澜庭,128.43,南,3室2厅2卫,7500
整租·兴新小区 1室1厅 南,静安,不夜城,兴新小区,40.00,南,1室1厅1卫,5500
整租·罗阳一村 1室1厅 南/北,闵行,梅陇,罗阳一村,53.05,南 北,1室1厅1卫,4200
整租·虹桥正荣府 3室2厅 南,青浦,徐泾,虹桥正荣府,163.19,南,3室2厅2卫,13000
整租·新青浦花苑(一区) 2室1厅 南,青浦,夏阳,新青浦花苑(一区),87.85,南,2室1厅1卫,3600
整租·佳龙花园 2室2厅 南,杨浦,黄兴公园,佳龙花园,96.79,南,2室2厅1卫,9000
整租·天山三村 1室1厅 北,长宁,中山公园,天山三村,27.30,北,1室1厅1卫,5500
整租·东渡悦来城 3室2厅 南,青浦,盈浦,东渡悦来城,96.94,南,3室2厅1卫,5500
整租·崧泽华城昱翠雅苑 2室1厅 南,青浦,赵巷,崧泽华城昱翠雅苑,79.91,南,2室1厅1卫,2500
整租·保利西子湾 1室1厅 东,松江,松江大学城,保利西子湾,64.99,东,1室1厅1卫,4200
整租·谷北小区 2室1厅 南,松江,松江老城,谷北小区,45.98,南,2室1厅1卫,2700
整租·月季园(徐汇) 2室1厅 南,徐汇,康健,月季园(徐汇),64.46,南,2室1厅1卫,6000
整租·康宁坊 1室1厅 南,徐汇,康健,康宁坊,45.36,南,1室1厅1卫,5000
整租·振兴小区(徐汇) 2室0厅 南/北,徐汇,徐家汇,振兴小区(徐汇),52.26,南 北,2室0厅1卫,6800
整租·虹仙小区 1室1厅 南,长宁,仙霞,虹仙小区,36.07,南,1室1厅1卫,4500
整租·和源大楼 1室0厅 西,静安,闸北公园,和源大楼,30.50,西,1室0厅1卫,5000
整租·东方悦居 1室1厅 南,浦东,杨思前滩,东方悦居,50.55,南,1室1厅1卫,5300
整租·万科天空之城二期云之谷 3室2厅 南,青浦,徐泾,万科天空之城二期云之谷,104.32,南,3室2厅2卫,11500
整租·华升新苑 2室2厅 南,杨浦,周家嘴路,华升新苑,93.00,南,2室2厅1卫,8500
整租·象屿都城 3室1厅 南/北,松江,九亭,象屿都城,90.00,南 北,3室1厅1卫,6000
整租·田林十四村 1室1厅 南,徐汇,田林,田林十四村,43.14,南,1室1厅1卫,6000
整租·梅园三街坊 1室1厅 南,浦东,梅园,梅园三街坊,29.54,南,1室1厅1卫,5000
整租·吉浦路615弄 2室1厅 南,宝山,高境,吉浦路615弄,51.37,南,2室1厅1卫,5000
整租·政立路545弄 2室1厅 南,杨浦,五角场,政立路545弄,63.79,南,2室1厅1卫,6700
整租·阳光花城 3室1厅 南,浦东,张江,阳光花城,115.00,南,3室1厅1卫,11800
整租·经纬学府涵青花园(二期) 2室2厅 南,宝山,上大,经纬学府涵青花园(二期),95.28,南,2室2厅1卫,6200
整租·新梅淞南苑 3室2厅 南/北,宝山,淞南,新梅淞南苑,94.78,南 北,3室2厅1卫,7500
整租·盘古嘉德 2室1厅 南/北,嘉定,嘉定新城,盘古嘉德,76.45,南 北,2室1厅1卫,4300
整租·西郊金茂府 3室1厅 南,嘉定,嘉定新城,西郊金茂府,99.00,南,3室1厅2卫,9900
整租·小囡桥小区 1室1厅 南,嘉定,嘉定老城,小囡桥小区,55.63,南,1室1厅1卫,2600
整租·华江景城 2室2厅 南/北,嘉定,江桥,华江景城,83.71,南 北,2室2厅1卫,5800
整租·宝菊清水园 2室2厅 南/北,嘉定,菊园新区,宝菊清水园,94.49,南 北,2室2厅1卫,4000
整租·合景叠翠峰苑 3室2厅 南/北,嘉定,菊园新区,合景叠翠峰苑,129.77,南 北,3室2厅1卫,4500
整租·仁恒森兰雅苑mini公馆 1室1厅 北,浦东,高行,仁恒森兰雅苑mini公馆,72.44,北,1室1厅1卫,8000
整租·东方颐城 2室2厅 东南,浦东,书院镇,东方颐城,84.04,东南,2室2厅1卫,3300
整租·光明·唐镇壹号 3室2厅 南,浦东,唐镇,光明·唐镇壹号,106.69,南,3室2厅1卫,7700
整租·东城新村 2室1厅 南,浦东,杨东,东城新村,80.97,南,2室1厅1卫,7800
整租·西南小区 1室1厅 南,虹口,曲阳,西南小区,49.57,南,1室1厅1卫,6000
整租·瞿溪路463弄 1室1厅 南,黄浦,蓬莱公园,瞿溪路463弄,28.99,南,1室1厅1卫,5500
整租·市民新村 1室0厅 南,黄浦,世博滨江,市民新村,29.96,南,1室0厅1卫,5000
整租·市民新村 2室1厅 南,黄浦,世博滨江,市民新村,42.93,南,2室1厅1卫,8500
整租·朱行四村 2室1厅 南,闵行,梅陇,朱行四村,66.19,南,2室1厅1卫,4200
整租·乌中小区 1室1厅 东南,徐汇,衡山路,乌中小区,63.16,东南,1室1厅1卫,9500
整租·长桥一村 2室2厅 东,徐汇,长桥,长桥一村,70.05,东,2室2厅1卫,6300
整租·引翔港小区 1室1厅 南,杨浦,周家嘴路,引翔港小区,28.81,南,1室1厅1卫,4000
整租·复旦教师公寓 3室1厅 南,杨浦,五角场,复旦教师公寓,139.00,南,3室1厅1卫,10400
整租·市光一村 2室1厅 南,杨浦,中原,市光一村,55.12,南,2室1厅1卫,6000
整租·鹏程苑 2室1厅 南,杨浦,中原,鹏程苑,73.83,南,2室1厅1卫,5700
整租·绿苑(闸北) 3室1厅 南/北,静安,大宁,绿苑(闸北),75.19,南 北,3室1厅1卫,6800
整租·绿色丽园 1室1厅 南,静安,大宁,绿色丽园,51.87,南,1室1厅1卫,6500
整租·慧芝湖花园（一二期） 4室1厅 南,静安,大宁,慧芝湖花园（一二期）,132.20,南,4室1厅1卫,17500
整租·苏河融景 4室2厅 南,静安,不夜城,苏河融景,160.73,南,4室2厅3卫,35000
整租·永和二村 2室0厅 南/北,静安,永和,永和二村,54.52,南 北,2室0厅1卫,6800
整租·芳华路53号 3室1厅 南,浦东,北蔡,芳华路53号,92.66,南,3室1厅1卫,7500
整租·雪野二村 1室1厅 南,浦东,世博,雪野二村,74.75,南,1室1厅1卫,7200
整租·新世纪花苑(二期)(浦东) 2室1厅 南,浦东,世博,新世纪花苑(二期)(浦东),69.19,南,2室1厅1卫,6500
整租·美罗家园宝欣苑一村 2室1厅 南/北,宝山,罗店,美罗家园宝欣苑一村,68.38,南 北,2室1厅1卫,1500
整租·田林十四村 2室1厅 东,徐汇,田林,田林十四村,73.50,东,2室1厅1卫,6200
整租·桃浦一村合欢苑 1室1厅 南,普陀,桃浦,桃浦一村合欢苑,35.00,南,1室1厅1卫,3000
整租·中紫小区 2室1厅 南,长宁,虹桥,中紫小区,84.19,南,2室1厅1卫,8000
整租·云雾山路23号 1室1厅 南,长宁,中山公园,云雾山路23号,32.89,南,1室1厅1卫,4400
整租·太浜巷小区 1室1厅 南,普陀,光新,太浜巷小区,41.00,南,1室1厅1卫,4800
整租·西谈家渡路109弄 1室0厅 西/北,普陀,武宁,西谈家渡路109弄,32.62,西 北,1室0厅1卫,4800
整租·爱文坊 1室1厅 南,静安,南京西路,爱文坊,42.04,南,1室1厅1卫,8300
整租·临汾路1105弄 1室1厅 南,静安,彭浦,临汾路1105弄,38.02,南,1室1厅1卫,4100
整租·彭三小区 1室1厅 南,静安,彭浦,彭三小区,35.98,南,1室1厅1卫,3800
整租·嘉和阳光城 3室2厅 南,松江,九亭,嘉和阳光城,134.91,南,3室2厅2卫,8900
整租·真华路36弄 2室1厅 南,普陀,万里,真华路36弄,103.81,南,2室1厅1卫,7200
整租·绿地世纪城(一期) 1室1厅 南,普陀,武宁,绿地世纪城(一期),40.00,南,1室1厅1卫,6300
整租·世茂滨江花园 2室2厅 西,浦东,陆家嘴,世茂滨江花园,160.75,西,2室2厅2卫,25000
整租·汇贤雅苑 2室1厅 南,浦东,航头,汇贤雅苑,71.00,南,2室1厅1卫,4500
整租·静安新城五区 1室1厅 南,闵行,静安新城,静安新城五区,51.33,南,1室1厅1卫,5900
整租·长海二村 2室1厅 南,杨浦,中原,长海二村,66.14,南,2室1厅1卫,5200
整租·武宁一村 1室0厅 北,普陀,武宁,武宁一村,28.99,北,1室0厅1卫,3800
整租·大唐花园 2室1厅 南/北,宝山,共富,大唐花园,65.39,南 北,2室1厅1卫,3500
整租·梅园一街坊 1室1厅 南,浦东,梅园,梅园一街坊,35.23,南,1室1厅1卫,6200
整租·工农新村小区 1室0厅 南,杨浦,中原,工农新村小区,34.00,南,1室0厅1卫,3800
整租·银鑫大楼 1室1厅 南,长宁,中山公园,银鑫大楼,75.50,南,1室1厅1卫,8000
整租·金地艺境(宝山) 4室2厅 南/北,宝山,上大,金地艺境(宝山),95.75,南 北,4室2厅2卫,7320
整租·延吉四村 2室1厅 南,杨浦,黄兴公园,延吉四村,50.27,南,2室1厅1卫,4800
整租·银都新村(1至7区) 1室1厅 南,闵行,莘庄南广场,银都新村(1至7区),42.12,南,1室1厅1卫,3900
整租·航华四村 1室1厅 南,闵行,航华,航华四村,45.45,南,1室1厅1卫,4500
整租·精文城上城 1室1厅 南,静安,西藏北路,精文城上城,70.58,南,1室1厅1卫,7700
整租·水霞小区 2室0厅 南,长宁,仙霞,水霞小区,49.92,南,2室0厅1卫,6500
整租·盛世宝邸(一期) 2室2厅 南/北,宝山,淞南,盛世宝邸(一期),89.23,南 北,2室2厅2卫,6600
整租·文怡花园 3室1厅 南,奉贤,西渡,文怡花园,90.35,南,3室1厅1卫,3800
整租·罗阳一村 2室1厅 南,闵行,梅陇,罗阳一村,70.70,南,2室1厅1卫,5000
整租·惠德新邨 1室1厅 南,浦东,北蔡,惠德新邨,39.97,南,1室1厅1卫,4500
整租·上海康城 3室2厅 南,闵行,莘闵别墅,上海康城,124.62,南,3室2厅2卫,6500
整租·裕德路66弄 1室0厅 东北,徐汇,徐家汇,裕德路66弄,28.72,东北,1室0厅1卫,4000
整租·花苑村紫竹园 2室1厅 南,徐汇,康健,花苑村紫竹园,56.53,南,2室1厅1卫,6000
整租·开城新村 2室2厅 南,闵行,莘庄南广场,开城新村,64.06,南,2室2厅1卫,5000
整租·新顺小区 1室1厅 南,长宁,新华路,新顺小区,39.14,南,1室1厅1卫,5800
整租·三门路510弄 1室1厅 南,杨浦,五角场,三门路510弄,49.79,南,1室1厅1卫,5500
整租·绿地蓝海庭 1室1厅 南,浦东,临港新城,绿地蓝海庭,49.81,南,1室1厅1卫,2300
整租·新花苑 3室1厅 南/北,浦东,北蔡,新花苑,73.60,南 北,3室1厅1卫,7000
整租·安顺路231弄 2室1厅 南,长宁,新华路,安顺路231弄,48.56,南,2室1厅1卫,6500
整租·振和公寓 2室1厅 南,静安,闸北公园,振和公寓,152.02,南,2室1厅1卫,7500
整租·江悦名庭 1室1厅 南/北,浦东,杨思前滩,江悦名庭,57.00,南 北,1室1厅1卫,8800
整租·好世鹿鸣苑 1室0厅 南/北,闵行,莘庄南广场,好世鹿鸣苑,55.64,南 北,1室0厅1卫,6500
整租·金丰小区北区（121弄） 1室1厅 南,闵行,华漕,金丰小区北区（121弄）,49.08,南,1室1厅1卫,4000
整租·古北新城 3室2厅 南/北,闵行,金虹桥,古北新城,123.47,南 北,3室2厅1卫,11000
整租·新浦江城(浦驰路1336弄) 4室2厅 南,闵行,浦江,新浦江城(浦驰路1336弄),174.60,南,4室2厅2卫,13500
整租·田林十四村 1室0厅 南,徐汇,田林,田林十四村,36.89,南,1室0厅1卫,5500
整租·中山北路2185弄 1室1厅 南,普陀,光新,中山北路2185弄,36.57,南,1室1厅1卫,5500
整租·白大楼 1室1厅 南,普陀,武宁,白大楼,73.83,南,1室1厅1卫,8000
整租·青春驿站 1室1厅 南/北,松江,九亭,青春驿站,63.35,南 北,1室1厅1卫,3500
整租·黄浦众鑫城 3室2厅 南,黄浦,老西门,黄浦众鑫城,121.00,南,3室2厅2卫,18000
整租·通河四村 1室1厅 南,宝山,通河,通河四村,40.55,南,1室1厅1卫,3600
整租·通河四村 2室1厅 南,宝山,通河,通河四村,55.65,南,2室1厅1卫,4500
整租·新梅绿岛苑 2室1厅 南,宝山,共康,新梅绿岛苑,67.60,南,2室1厅1卫,5100
整租·银南大厦 1室1厅 南,黄浦,蓬莱公园,银南大厦,49.47,南,1室1厅1卫,6500
整租·光启路105号 1室0厅 西南,黄浦,董家渡,光启路105号,33.79,西南,1室0厅1卫,5000
整租·西姚家弄52号 1室1厅 南,黄浦,豫园,西姚家弄52号,43.47,南,1室1厅1卫,6000
整租·北蒙三小区 2室1厅 东南,黄浦,五里桥,北蒙三小区,54.90,东南,2室1厅1卫,8300
整租·大上海国际花园 8室4厅 南,闵行,静安新城,大上海国际花园,280.60,南,8室4厅4卫,27000
整租·公安大楼(徐汇) 1室1厅 南,徐汇,衡山路,公安大楼(徐汇),50.01,南,1室1厅1卫,6200
整租·龙柏七村公寓 3室2厅 南,闵行,龙柏,龙柏七村公寓,128.23,南,3室2厅2卫,12000
整租·梅园五街坊 1室1厅 南,浦东,梅园,梅园五街坊,38.93,南,1室1厅1卫,6000
整租·锦华花园 3室2厅 南,浦东,北蔡,锦华花园,129.21,南,3室2厅2卫,10500
整租·华高一村 2室1厅 南,浦东,高行,华高一村,71.28,南,2室1厅1卫,5500
整租·铭晖西郊苑 2室2厅 南/北,长宁,北新泾,铭晖西郊苑,97.57,南 北,2室2厅1卫,10000
整租·绿地香缇 2室2厅 西南,松江,泗泾,绿地香缇,80.78,西南,2室2厅1卫,5000
整租·春天花园 3室1厅 南,长宁,中山公园,春天花园,153.99,南,3室1厅1卫,17000
整租·西镇小区(浦东) 1室1厅 南,浦东,洋泾,西镇小区(浦东),37.77,南,1室1厅1卫,4200
整租·博山小区 2室1厅 东南,浦东,洋泾,博山小区,64.17,东南,2室1厅1卫,6500
整租·宝隆新村 1室1厅 南,闵行,七宝,宝隆新村,52.80,南,1室1厅1卫,5000
整租·紫荆四村 3室2厅 南/北,嘉定,安亭,紫荆四村,109.00,南 北,3室2厅1卫,4200
整租·龙南七村 3室1厅 南,徐汇,龙华,龙南七村,76.89,南,3室1厅1卫,8200
整租·绿地世纪城(二期) 2室2厅 南,普陀,武宁,绿地世纪城(二期),102.34,南,2室2厅2卫,12000
整租·绿地观邸 4室2厅 南,奉贤,南桥,绿地观邸,210.70,南,4室2厅3卫,7000
整租·沧源小区 1室1厅 南,闵行,老闵行,沧源小区,43.59,南,1室1厅1卫,3700
整租·汪家井小区 2室1厅 南/北,普陀,甘泉宜川,汪家井小区,56.02,南 北,2室1厅1卫,6300
整租·控江二村 1室1厅 南,杨浦,控江路,控江二村,33.23,南,1室1厅1卫,4000
整租·番禺大厦 1室1厅 南,长宁,新华路,番禺大厦,44.37,南,1室1厅1卫,7000
整租·联合东大楼 2室1厅 南,浦东,张江,联合东大楼,53.23,南,2室1厅1卫,2600
整租·银龙新村 1室0厅 南,杨浦,东外滩,银龙新村,34.39,南,1室0厅1卫,4700
整租·锦秋花园 3室1厅 南/北,宝山,上大,锦秋花园,95.84,南 北,3室1厅1卫,6000
整租·镇宁路465弄 2室1厅 南,长宁,镇宁路,镇宁路465弄,53.49,南,2室1厅1卫,8000
整租·东园三村 3室1厅 南,浦东,陆家嘴,东园三村,102.00,南,3室1厅1卫,11000
整租·宝昌路632弄 2室1厅 南,静安,西藏北路,宝昌路632弄,51.00,南,2室1厅1卫,5200
整租·龙湖紫悦湾(公寓) 3室1厅 西,青浦,赵巷,龙湖紫悦湾(公寓),88.43,西,3室1厅1卫,5500
整租·崂山五村 1室0厅 南,浦东,梅园,崂山五村,29.84,南,1室0厅1卫,5300
整租·上海蟠龙天地 2室2厅 南,青浦,徐泾,上海蟠龙天地,99.56,南,2室2厅2卫,10000
整租·金旋小区 1室1厅 南,浦东,北蔡,金旋小区,36.79,南,1室1厅1卫,4500
整租·金沙鼎苑 2室2厅 南/北,嘉定,江桥,金沙鼎苑,79.37,南 北,2室2厅1卫,4000
整租·阳光城愉景湾 3室2厅 南/北,浦东,川沙,阳光城愉景湾,96.00,南 北,3室2厅1卫,7500
整租·沁富佳苑 3室2厅 南/北,嘉定,安亭,沁富佳苑,124.51,南 北,3室2厅2卫,4500
整租·上钢二村 1室1厅 南/北,浦东,世博,上钢二村,47.00,南 北,1室1厅1卫,6000
整租·万业紫辰苑 3室2厅 南/北,宝山,杨行,万业紫辰苑,95.00,南 北,3室2厅1卫,6300
整租·锦三角花园(公寓) 2室2厅 南,浦东,北蔡,锦三角花园(公寓),103.39,南,2室2厅1卫,9600
整租·双山小区 1室2厅 南,普陀,甘泉宜川,双山小区,53.02,南,1室2厅1卫,6000
整租·三兴苑 2室1厅 南,虹口,江湾镇,三兴苑,74.17,南,2室1厅1卫,6500
整租·泗水和鸣 3室2厅 南,松江,泗泾,泗水和鸣,99.00,南,3室2厅2卫,7100
整租·海悦华庭 2室1厅 南,浦东,杨思前滩,海悦华庭,86.07,南,2室1厅1卫,11000
整租·翔殷三村 3室1厅 南,杨浦,中原,翔殷三村,62.68,南,3室1厅1卫,6200
整租·锦绣小区 1室1厅 南,浦东,联洋,锦绣小区,48.95,南,1室1厅1卫,5000
整租·上海蟠龙天地 2室2厅 南,青浦,徐泾,上海蟠龙天地,99.56,南,2室2厅2卫,10000
整租·金旋小区 1室1厅 南,浦东,北蔡,金旋小区,36.79,南,1室1厅1卫,4500
整租·金沙鼎苑 2室2厅 南/北,嘉定,江桥,金沙鼎苑,79.37,南 北,2室2厅1卫,4000
整租·阳光城愉景湾 3室2厅 南/北,浦东,川沙,阳光城愉景湾,96.00,南 北,3室2厅1卫,7500
整租·万科天空之城三期星之屿 3室2厅 南,青浦,徐泾,万科天空之城三期星之屿,102.64,南,3室2厅2卫,9000
整租·梅园一街坊 1室1厅 南,浦东,梅园,梅园一街坊,33.06,南,1室1厅1卫,5300
整租·宁阳小区 2室1厅 南,浦东,塘桥,宁阳小区,50.26,南,2室1厅1卫,6500
整租·南丹小区 1室1厅 南,徐汇,徐家汇,南丹小区,32.00,南,1室1厅1卫,5000
整租·中集金地美兰城二期北区 3室2厅 南/北,宝山,罗店,中集金地美兰城二期北区,90.53,南 北,3室2厅1卫,6500
整租·古美西路420弄 2室1厅 南,闵行,古美,古美西路420弄,74.03,南,2室1厅1卫,5800
整租·梅园三街坊 1室1厅 南,浦东,梅园,梅园三街坊,37.00,南,1室1厅1卫,5700
整租·凉城路1201弄 2室0厅 南,虹口,江湾镇,凉城路1201弄,46.60,南,2室0厅1卫,4500
整租·复兴珑御一期 1室1厅 南,黄浦,老西门,复兴珑御一期,91.72,南,1室1厅1卫,28000
整租·江海花园 3室1厅 南,奉贤,南桥,江海花园,94.43,南,3室1厅1卫,2700
整租·古美小区 1室1厅 南,闵行,古美,古美小区,47.00,南,1室1厅1卫,5300
整租·东力新村 1室1厅 南,浦东,高行,东力新村,43.66,南,1室1厅1卫,4200
整租·湘源大厦 2室1厅 南,宝山,淞南,湘源大厦,51.42,南,2室1厅1卫,5100
整租·宝钢一村 1室1厅 南,宝山,淞宝,宝钢一村,30.65,南,1室1厅1卫,3000
整租·虹桥小区 1室1厅 南/北,长宁,虹桥,虹桥小区,28.23,南 北,1室1厅1卫,5800
整租·沁富佳苑 3室2厅 南/北,嘉定,安亭,沁富佳苑,124.51,南 北,3室2厅2卫,4500
整租·景源名墅 2室1厅 南,奉贤,庄行,景源名墅,110.00,南,2室1厅1卫,2200
整租·开鲁三村 2室1厅 南,杨浦,中原,开鲁三村,65.65,南,2室1厅1卫,5800
整租·淞南十村 2室1厅 南,宝山,淞南,淞南十村,59.00,南,2室1厅1卫,4500
整租·汪家井小区 2室1厅 南/北,普陀,甘泉宜川,汪家井小区,56.02,南 北,2室1厅1卫,6300
整租·控江二村 1室1厅 南,杨浦,控江路,控江二村,33.23,南,1室1厅1卫,4000
整租·番禺大厦 1室1厅 南,长宁,新华路,番禺大厦,44.37,南,1室1厅1卫,7000
整租·联合东大楼 2室1厅 南,浦东,张江,联合东大楼,53.23,南,2室1厅1卫,2600
整租·银龙新村 1室0厅 南,杨浦,东外滩,银龙新村,34.39,南,1室0厅1卫,4700
整租·锦秋花园 3室1厅 南/北,宝山,上大,锦秋花园,95.84,南 北,3室1厅1卫,6000
整租·龙湖紫悦湾(公寓) 3室1厅 西,青浦,赵巷,龙湖紫悦湾(公寓),88.43,西,3室1厅1卫,5500
整租·保利金爵公寓 2室2厅 南/北,浦东,唐镇,保利金爵公寓,91.43,南 北,2室2厅1卫,7800
整租·淞南十村 2室1厅 南,宝山,淞南,淞南十村,59.00,南,2室1厅1卫,4500
整租·知音小区 1室0厅 东,长宁,新华路,知音小区,33.01,东,1室0厅1卫,4500
整租·南丹小区 1室1厅 南,徐汇,徐家汇,南丹小区,32.00,南,1室1厅1卫,5000
整租·裕德大厦 2室1厅 东/东南,徐汇,徐家汇,裕德大厦,77.00,东 东南,2室1厅1卫,8500
整租·湘源大厦 2室1厅 南,宝山,淞南,湘源大厦,51.42,南,2室1厅1卫,5100
整租·虹桥小区 1室1厅 南/北,长宁,虹桥,虹桥小区,28.23,南 北,1室1厅1卫,5800
整租·宝钢一村 1室1厅 南,宝山,淞宝,宝钢一村,30.65,南,1室1厅1卫,3000
整租·东力新村 1室1厅 南,浦东,高行,东力新村,43.66,南,1室1厅1卫,4200
整租·景源名墅 2室1厅 南,奉贤,庄行,景源名墅,110.00,南,2室1厅1卫,2200
整租·宁阳小区 2室1厅 南,浦东,塘桥,宁阳小区,50.26,南,2室1厅1卫,6500
整租·古美小区 1室1厅 南,闵行,古美,古美小区,47.00,南,1室1厅1卫,5300
整租·梅园一街坊 1室1厅 南,浦东,梅园,梅园一街坊,33.06,南,1室1厅1卫,5300
整租·瑞金二路52弄 1室1厅 南,黄浦,淮海中路,瑞金二路52弄,17.00,南,1室1厅1卫,5200
整租·紫荆四村 3室2厅 南/北,嘉定,安亭,紫荆四村,109.00,南 北,3室2厅1卫,4200
整租·天山怡景苑 2室1厅 南,长宁,天山,天山怡景苑,88.49,南,2室1厅1卫,12500
整租·金桥瑞仕花园 1室2厅 南,浦东,金杨,金桥瑞仕花园,83.06,南,1室2厅1卫,12000
整租·金地都会艺境(松江) 3室2厅 南,松江,莘闵别墅,金地都会艺境(松江),94.19,南,3室2厅1卫,6500
整租·南杨小区南区 1室1厅 南,浦东,杨思前滩,南杨小区南区,41.14,南,1室1厅1卫,4500
整租·双山小区 1室2厅 南,普陀,甘泉宜川,双山小区,53.02,南,1室2厅1卫,6000
整租·沧源小区 1室1厅 南,闵行,老闵行,沧源小区,43.59,南,1室1厅1卫,3700
整租·汪家井小区 2室1厅 南/北,普陀,甘泉宜川,汪家井小区,56.02,南 北,2室1厅1卫,6300
整租·控江二村 1室1厅 南,杨浦,控江路,控江二村,33.23,南,1室1厅1卫,4000
整租·番禺大厦 1室1厅 南,长宁,新华路,番禺大厦,44.37,南,1室1厅1卫,7000
整租·联合东大楼 2室1厅 南,浦东,张江,联合东大楼,53.23,南,2室1厅1卫,2600
整租·龙湖紫悦湾(公寓) 3室1厅 西,青浦,赵巷,龙湖紫悦湾(公寓),88.43,西,3室1厅1卫,5500
整租·崂山五村 1室0厅 南,浦东,梅园,崂山五村,29.84,南,1室0厅1卫,5300
整租·绿地观邸 4室2厅 南,奉贤,南桥,绿地观邸,210.70,南,4室2厅3卫,7000
整租·海悦华庭 2室1厅 南,浦东,杨思前滩,海悦华庭,86.07,南,2室1厅1卫,11000
整租·锦绣小区 1室1厅 南,浦东,联洋,锦绣小区,48.95,南,1室1厅1卫,5000
整租·长白三村 1室0厅 南,杨浦,黄兴公园,长白三村,33.12,南,1室0厅1卫,4300
整租·平和里 1室1厅 北,黄浦,人民广场,平和里,54.00,北,1室1厅1卫,5000
整租·塔湾新村(松江) 2室1厅 南/北,松江,松江老城,塔湾新村(松江),51.72,南 北,2室1厅1卫,3000
整租·绿园十村 2室2厅 南,长宁,北新泾,绿园十村,74.99,南,2室2厅1卫,6400
整租·风度国际 4室2厅 南,闵行,金汇,风度国际,156.00,南,4室2厅2卫,19000
整租·融创玉兰公馆 3室2厅 南/北,宝山,共富,融创玉兰公馆,121.00,南 北,3室2厅2卫,10000
整租·浦发绿城西泰林路901弄 1室1厅 南,浦东,三林,浦发绿城西泰林路901弄,48.38,南,1室1厅1卫,4600
整租·合生江湾国际公寓 3室2厅 南,杨浦,新江湾城,合生江湾国际公寓,140.00,南,3室2厅2卫,13600
整租·招远小区 1室0厅 南,浦东,梅园,招远小区,22.14,南,1室0厅1卫,4500
